100
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (5.9, -0.381), (209, 185, 72), (141, 524), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-10.0, 16.2), (209, 185, 72), (455, 571), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-23.5, -7.17), (209, 185, 72), (754, 578), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (8.95, 9.42), (209, 185, 72), (1138, 550), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-5.9, 16.1), (209, 185, 72), (1468, 502), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-0.643, -0.676), (209, 185, 72), (1701, 496), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-20.7, -5.39), (209, 185, 72), (1570, 604), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-8.98, 21.1), (209, 185, 72), (1326, 785), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (4.61, 16.6), (209, 185, 72), (1552, 886), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-22.2, 1.01), (209, 185, 72), (1832, 986), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-9.08, -18.9), (209, 185, 72), (1647, 1004), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-17.4, -5.68), (209, 185, 72), (1223, 988), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-18.1, -7.85), (209, 185, 72), (936, 954), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-20.2, 4.93), (209, 185, 72), (501, 922), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-13.9, -1.27), (209, 185, 72), (147, 904), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-4.21, 4.88), (209, 185, 72), (353, 820), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (22.8, -10.6), (209, 185, 72), (820, 772), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-17.9, -2.16), (209, 185, 72), (978, 628), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-1.57, 15.9), (209, 185, 72), (897, 425), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-16.2, -10.7), (209, 185, 72), (831, 214), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-17.0, 16.4), (209, 185, 72), (1095, 166), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-9.48, -20.4), (209, 185, 72), (1262, 432), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (6.38, 2.48), (209, 185, 72), (1414, 670), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-1.63, 23.2), (209, 185, 72), (103, 235), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-6.45, 9.45), (209, 185, 72), (1436, 212), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-21.9, 13.5), (209, 185, 72), (1534, 267), (0.0, 0.0)]
